,BukkenName,Price,Address,Space,Type,Belanda,Build,Line,Station,Walk,DaysAgo,City,Street,Number,Latitude,Longitude
2048,コートハウス北新宿,3780,東京都新宿区百人町２,35.02,1LDK,3.6,1996-02-01,ＪＲ山手線,新大久保,6,10117,東京都,新宿区,百人町２,35.7028898,139.6981574
2049,菱和パレス駒場東大,3780,東京都渋谷区富ヶ谷２,32.02,1K,2.37,1997-12-01,京王井の頭線,駒場東大前,11,9448,東京都,渋谷区,富ヶ谷２,35.6644965,139.6853944
2050,モナークマンション大久保,3780,東京都新宿区大久保２,40.88,2DK,2.61,1984-08-01,都営大江戸線,東新宿,2,14318,東京都,新宿区,大久保２,35.7025271,139.7058165
2051,グランドメゾン高田馬場,3780,東京都新宿区高田馬場４,49.45,1LDK,4.45,1980-07-01,ＪＲ山手線,高田馬場,11,15810,東京都,新宿区,高田馬場４,35.7111135,139.7000721
2052,モンテベルデ築地,3780,東京都中央区築地４,42.0,1LDK,8.94,1981-01-01,東京メトロ日比谷線,築地,5,15626,東京都,中央区,築地４,35.666348,139.7693612
2053,秀和弥生町レジデンス,3780,東京都文京区弥生２,44.1,1LDK,6.24,1969-12-01,東京メトロ千代田線,根津,6,19675,東京都,文京区,弥生２,35.7157876,139.764569
2054,ライオンズマンション白金第3,3780,東京都港区白金３,36.0,1DK,5.24,1983-02-01,都営三田線,白金高輪,6,14865,東京都,港区,白金３,35.6457172,139.7300768
2055,コートハウス北新宿,3780,東京都新宿区百人町２,35.02,1LDK,3.06,1996-02-01,ＪＲ山手線,新大久保,5,10117,東京都,新宿区,百人町２,35.7028898,139.6981574
2056,コートハウス北新宿,3780,東京都新宿区百人町２-7,35.2,1LDK,3.06,1996-02-01,ＪＲ山手線,新大久保,5,10117,東京都,新宿区,百人町２-7,35.7041066,139.6998557
2057,コンパートメント東京中央,3780,東京都中央区八丁堀３,30.48,1DK,3.3,2002-03-01,東京メトロ日比谷線,八丁堀,1,7897,東京都,中央区,八丁堀３,35.6752229,139.7757514
2058,クレール駒込,3780,東京都文京区本駒込５,38.36,1LDK,5.1,1983-10-01,東京メトロ南北線,駒込,6,14623,東京都,文京区,本駒込５,35.7324584,139.7517918
2059,ライオンズシティ渋谷本町,3780,東京都渋谷区本町５,44.16,1LDK,6.58,1994-02-01,京王新線,幡ヶ谷,13,10847,東京都,渋谷区,本町５,35.6838459,139.676462
2060,けやきハウス早稲田,3780,東京都新宿区西早稲田１-23-14,49.69,1LDK,,1979-03-01,都電荒川線,早稲田,2,16298,東京都,新宿区,西早稲田,35.712114,139.71891
2061,デュオ・スカーラ新宿,3780,東京都新宿区新宿５,31.18,1K,9.72,2002-04-01,東京メトロ丸ノ内線,新宿三丁目,10,7866,東京都,新宿区,新宿５,35.6938641,139.7070931
2062,ライオンズマンション飯田橋,3780,東京都新宿区東五軒町6-31,40.67,ワンルーム,5.4,1981-09-01,東京メトロ有楽町線,江戸川橋,8,15383,東京都,新宿区,東五軒町6-31,35.7080688,139.7404144
2063,クレール駒込,3780,東京都文京区本駒込５,38.36,1LDK,5.1,1983-10-01,ＪＲ山手線,駒込,6,14623,東京都,文京区,本駒込５,35.7324584,139.7517918
2064,中銀八丁堀マンシオン,3780,東京都中央区八丁堀４,49.75,2DK,6.99,1978-04-01,東京メトロ日比谷線,八丁堀,1,16632,東京都,中央区,八丁堀４,35.6742515,139.7765502
2065,ヴェローナ白金,3780,東京都港区白金３,30.89,1K,3.9,2004-07-01,東京メトロ南北線,白金高輪,8,7044,東京都,港区,白金３,35.6457172,139.7300768
2066,スカイグランデ汐留,3780,東京都港区海岸１,26.31,ワンルーム,6.16,2005-07-01,ＪＲ山手線,浜松町,4,6679,東京都,港区,海岸１,35.6553975,139.7613745
2067,スカイグランデ汐留,3780,東京都港区海岸１,26.31,ワンルーム,6.16,2005-07-01,ＪＲ山手線,浜松町,4,6679,東京都,港区,海岸１,35.6553975,139.7613745
2068,スカイグランデ汐留,3780,東京都港区海岸１,26.31,ワンルーム,6.16,2005-07-01,ＪＲ山手線,浜松町,4,6679,東京都,港区,海岸１,35.6553975,139.7613745
2069,けやきハウス早稲田,3780,東京都新宿区西早稲田１,44.22,1LDK,8.0,1979-03-01,都電荒川線,早稲田,2,16298,東京都,新宿区,西早稲田１,35.710463,139.7198607
2070,ライオンズマンション六本木,3780,東京都港区六本木５,37.95,ワンルーム,3.47,1977-12-01,東京メトロ南北線,麻布十番,3,16753,東京都,港区,六本木５,35.6598808,139.7339083
2071,ライオンズマンション飯田橋,3780,東京都新宿区東五軒町,40.67,ワンルーム,5.4,1981-09-01,東京メトロ有楽町線,江戸川橋,8,15383,東京都,新宿区,東五軒町,35.7066835,139.7390173
2072,ダイアパレス新宿一丁目,3780,東京都新宿区新宿１,39.06,2K,15.0,1985-09-01,東京メトロ丸ノ内線,新宿御苑前,4,13922,東京都,新宿区,新宿１,35.6890329,139.7121998
2073,ウェルシャン築地,3780,東京都中央区湊３,45.09,1LDK,3.69,1978-12-01,東京メトロ有楽町線,新富町,3,16388,東京都,中央区,湊３,35.6698707,139.7795858
2074,ウェルシャン築地,3780,東京都中央区湊３,45.09,1LDK,3.69,1978-12-01,東京メトロ有楽町線,新富町,3,16388,東京都,中央区,湊３,35.6698707,139.7795858
2075,サマリヤブラウンハウス,3780,東京都渋谷区恵比寿１-18-1,46.19,1LDK,3.31,1978-12-01,ＪＲ山手線,恵比寿,5,16388,東京都,渋谷区,恵比寿,35.6475941,139.7149845
2076,ザ・パークワンズ山吹神楽坂,3780,東京都新宿区山吹町,25.53,1K,4.62,2020-08-01,東京メトロ有楽町線,江戸川橋,6,1169,東京都,新宿区,山吹町,35.7076832,139.7300768
2077,けやきハウス早稲田,3780,東京都新宿区西早稲田１-23-14,49.69,1LDK,,1979-03-01,都電荒川線,早稲田,2,16298,東京都,新宿区,西早稲田,35.712114,139.71891
2078,デュオ・スカーラ新宿,3780,東京都新宿区新宿５,31.18,1K,6.72,2002-04-01,東京メトロ丸ノ内線,新宿三丁目,4,7866,東京都,新宿区,新宿５,35.6938641,139.7070931
2079,朝日千駄木マンション,3780,東京都文京区千駄木３,42.15,2DK,8.07,1980-12-01,東京メトロ千代田線,千駄木,5,15657,東京都,文京区,千駄木３,35.7273826,139.7620134
2080,ハイネス大久保,3780,東京都新宿区北新宿２,50.98,2LDK,,1971-06-01,東京メトロ丸ノ内線,西新宿,10,19128,東京都,新宿区,北新宿２,35.6981516,139.689223
2081,デュオ・スカーラ新宿,3780,東京都新宿区新宿５,31.13,1DK,3.14,2002-04-01,東京メトロ丸ノ内線,新宿三丁目,4,7866,東京都,新宿区,新宿５,35.6938641,139.7070931
2082,藤和西新宿コープ,3790,東京都新宿区西新宿４,47.74,1LDK,4.93,1981-09-01,京王新線,初台,7,15383,東京都,新宿区,西新宿４,35.6879506,139.6866706
2083,ビューハイツ日本橋,3790,東京都中央区日本橋蛎殻町１-33-6,46.2,1LDK,14.8,1974-01-01,東京メトロ半蔵門線,水天宮前,2,18183,東京都,中央区,日本橋蛎殻町,35.6818515,139.7849984
2084,パイロットハウス北新宿,3790,東京都新宿区北新宿３-22-10,44.9,2DK,2.7,1978-09-01,ＪＲ中央線,東中野,8,16479,東京都,新宿区,北新宿,35.7031648,139.6903422
2085,パイロットハウス北新宿,3790,東京都新宿区北新宿３,44.9,2DK,2.7,1978-09-01,ＪＲ中央線,東中野,8,16479,東京都,新宿区,北新宿３,35.7032517,139.6904993
2086,パイロットハウス北新宿,3790,東京都新宿区北新宿３-22-10,44.9,2DK,2.7,1978-09-01,ＪＲ中央線,東中野,8,16479,東京都,新宿区,北新宿,35.7031648,139.6903422
2087,プレジール新宿大久保,3790,東京都新宿区大久保２,32.44,1DK,6.3,2009-03-01,ＪＲ山手線,新大久保,7,5340,東京都,新宿区,大久保２,35.7025271,139.7058165
2088,パイロットハウス北新宿,3790,東京都新宿区北新宿３,44.9,2DK,2.7,1978-09-01,ＪＲ中央線,大久保,8,16479,東京都,新宿区,北新宿３,35.7032517,139.6904993
2089,ライオンズ千代田岩本町ミレス,3790,東京都千代田区岩本町２,26.36,1K,2.97,2018-01-01,都営新宿線,岩本町,4,2112,東京都,千代田区,岩本町２,35.6933689,139.777349
2090,パイロットハウス北新宿,3790,東京都新宿区北新宿３,44.9,2DK,2.7,1978-09-01,ＪＲ中央線,東中野,8,16479,東京都,新宿区,北新宿３,35.7032517,139.6904993
2091,ガラ・ステージ麻布十番,3790,東京都港区麻布十番２,26.61,1K,2.7,2000-12-01,東京メトロ南北線,麻布十番,2,8352,東京都,港区,麻布十番２,35.6550691,139.7355048
2092,ガラ・ステージ麻布十番,3790,東京都港区麻布十番２-18-5,26.61,1K,2.7,2000-12-01,東京メトロ南北線,麻布十番,1,8352,東京都,港区,麻布十番,35.654531,139.736233
2093,秀和田町レジデンス,3799,東京都港区芝浦２-4-6,40.05,1LDK,4.23,1982-01-01,ＪＲ山手線,田町,12,15261,東京都,港区,芝浦,35.6450255,139.7543741
2094,メゾン本駒込,3799,東京都文京区本駒込５,40.95,1LDK,5.45,1975-11-01,ＪＲ山手線,駒込,10,17514,東京都,文京区,本駒込５,35.7324584,139.7517918
2095,メゾン本駒込,3799,東京都文京区本駒込５-41-6,40.95,1LDK,5.45,1975-11-01,ＪＲ山手線,駒込,10,17514,東京都,文京区,本駒込,35.7333602,139.7543071
2096,メゾン本駒込,3799,東京都文京区本駒込５-41-6,40.95,1LDK,5.45,1975-11-01,東京メトロ南北線,駒込,9,17514,東京都,文京区,本駒込,35.7333602,139.7543071
2097,メゾン本駒込,3799,東京都文京区本駒込５-41-6,40.95,1LDK,5.45,1975-11-01,ＪＲ山手線,駒込,10,17514,東京都,文京区,本駒込,35.7333602,139.7543071
2098,メゾン本駒込,3799,東京都文京区本駒込５,40.95,1LDK,5.45,1975-11-01,ＪＲ山手線,駒込,10,17514,東京都,文京区,本駒込５,35.7324584,139.7517918
2099,中銀京橋マンシオン,3799,東京都中央区入船３,40.8,1LDK,4.71,1978-01-01,東京メトロ有楽町線,新富町,1,16722,東京都,中央区,入船３,35.6708867,139.7763905
2100,メゾン本駒込,3799,東京都文京区本駒込５,40.95,1LDK,5.45,1975-11-01,ＪＲ山手線,駒込,10,17514,東京都,文京区,本駒込５,35.7324584,139.7517918
2101,シャトレー笹塚,3799,東京都渋谷区笹塚２,45.1,1LDK,6.05,1984-11-01,京王線,笹塚,6,14226,東京都,渋谷区,笹塚２,35.6751534,139.6662552
2102,中銀京橋マンシオン,3799,東京都中央区入船３,40.8,1LDK,4.71,1978-01-01,東京メトロ有楽町線,新富町,2,16722,東京都,中央区,入船３,35.6708867,139.7763905
2103,中銀京橋マンシオン,3799,東京都中央区入船３-1-10,40.8,1LDK,4.71,1978-01-01,東京メトロ有楽町線,新富町,1,16722,東京都,中央区,入船,35.6709117,139.7756915
2104,ライオンズマンション白金第３,3800,東京都港区白金３,34.65,1DK,5.44,1983-02-01,東京メトロ南北線,白金高輪,7,14865,東京都,港区,白金３,35.6457172,139.7300768
2105,ライオンズマンション代々木公園第二,3800,東京都渋谷区富ヶ谷１,34.18,1LDK,2.6,1979-08-01,小田急線,代々木八幡,6,16145,東京都,渋谷区,富ヶ谷１,35.6671825,139.689223
2106,シャンボール日本橋,3839,東京都中央区日本橋蛎殻町２-5-8,37.8,1LDK,5.1,1978-08-01,東京メトロ半蔵門線,水天宮前,1,16510,東京都,中央区,日本橋蛎殻町,35.684051,139.7856975
2107,シャンボール日本橋,3839,東京都中央区日本橋蛎殻町２-5-8,37.8,1LDK,5.1,1978-08-01,東京メトロ半蔵門線,水天宮前,1,16510,東京都,中央区,日本橋蛎殻町,35.684051,139.7856975
2108,シャンボール日本橋,3839,東京都中央区日本橋蛎殻町２,37.8,1LDK,5.1,1978-08-01,東京メトロ半蔵門線,水天宮前,1,16510,東京都,中央区,日本橋蛎殻町２,35.6835939,139.7866163
2109,日本橋区分マンション,3839,東京都中央区日本橋蛎殻町２,37.8,1LDK,5.1,1978-08-01,東京メトロ半蔵門線,水天宮前,1,16510,東京都,中央区,日本橋蛎殻町２,35.6835939,139.7866163
2110,パシフィック本駒込,3850,東京都文京区本駒込６,41.07,1LDK,5.72,1981-01-01,東京メトロ南北線,駒込,1,15626,東京都,文京区,本駒込６,35.7318717,139.7460429
2111,光建ハイム日本橋,3880,東京都中央区日本橋箱崎町5-12,43.59,1LDK,9.72,1978-11-01,東京メトロ半蔵門線,水天宮前,5,16418,東京都,中央区,日本橋箱崎町5-12,35.6799702,139.7842633
2112,光建ハイム日本橋,3880,東京都中央区日本橋箱崎町,41.57,1LDK,9.72,1978-11-01,東京メトロ半蔵門線,水天宮前,5,16418,東京都,中央区,日本橋箱崎町,35.6802467,139.787575
2113,光建ハイム日本橋,3880,東京都中央区日本橋箱崎町5-12,43.59,1LDK,9.72,1978-11-01,東京メトロ半蔵門線,水天宮前,5,16418,東京都,中央区,日本橋箱崎町5-12,35.6799702,139.7842633
2114,ロワジール麻布,3880,東京都港区西麻布２,39.5,1LDK,3.76,1979-04-01,東京メトロ半蔵門線,表参道,11,16267,東京都,港区,西麻布２,35.6611295,139.7198607
2115,光建ハイム日本橋,3880,東京都中央区日本橋箱崎町,43.59,1LDK,9.72,1978-11-01,東京メトロ半蔵門線,水天宮前,6,16418,東京都,中央区,日本橋箱崎町,35.6802467,139.787575
2116,チサンマンション文京千石,3880,東京都文京区本駒込２,41.28,1LDK,,1985-03-01,都営三田線,千石,1,14106,東京都,文京区,本駒込２,35.7283091,139.7485979
2117,ニックハイム日本橋,3880,東京都中央区日本橋中洲,40.14,1LDK,4.5,1980-10-01,東京メトロ半蔵門線,水天宮前,7,15718,東京都,中央区,日本橋中洲,35.6832037,139.7904808
2118,ライオンズマンション後楽園,3880,東京都文京区水道１-12-11,30.72,1DK,,1996-08-01,東京メトロ丸ノ内線,後楽園,9,9935,東京都,文京区,水道,35.7081818,139.7448054
2119,ＷＥＬＩＶＥ　ＡＲＩＡ,3880,東京都渋谷区富ヶ谷１,35.43,1K,2.56,1996-10-01,東京メトロ千代田線,代々木公園,5,9874,東京都,渋谷区,富ヶ谷１,35.6671825,139.689223
2120,モナーク千駄木,3880,東京都文京区千駄木３-50-12,44.91,1LDK,7.45,1977-01-01,ＪＲ山手線,西日暮里,5,17087,東京都,文京区,千駄木,35.7305371,139.7629518
2121,チサンマンション文京千石,3880,東京都文京区本駒込２-29-15,41.28,1LDK,,1985-02-01,都営三田線,千石,1,14134,東京都,文京区,本駒込,35.7278449,139.7454541
2122,光建ハイム日本橋,3880,東京都中央区日本橋箱崎町5-12,41.57,1LDK,9.72,1978-11-01,東京メトロ日比谷線,茅場町,6,16418,東京都,中央区,日本橋箱崎町5-12,35.6799702,139.7842633
2123,秀和幡ヶ谷レジデンス,3880,東京都渋谷区幡ヶ谷１,47.85,2DK,5.5,1974-11-01,京王新線,幡ヶ谷,4,17879,東京都,渋谷区,幡ヶ谷１,35.6747915,139.6739102
2124,光建ハイム日本橋,3880,東京都中央区日本橋箱崎町,43.59,1LDK,9.72,1978-11-01,東京メトロ日比谷線,茅場町,6,16418,東京都,中央区,日本橋箱崎町,35.6802467,139.787575
2125,光建ハイム日本橋,3880,東京都中央区日本橋箱崎町,43.59,1LDK,9.72,1978-11-01,東京メトロ半蔵門線,水天宮前,5,16418,東京都,中央区,日本橋箱崎町,35.6802467,139.787575
2126,ウィライブアリア,3880,東京都渋谷区富ヶ谷１-12-15,35.43,1K,2.56,1996-10-01,東京メトロ千代田線,代々木公園,5,9874,東京都,渋谷区,富ヶ谷,35.6675322,139.6915274
2127,プレミアムキューブ秋葉原,3880,東京都千代田区神田佐久間町４,32.65,1K,6.2,2008-08-01,ＪＲ総武線,浅草橋,5,5552,東京都,千代田区,神田佐久間町４,35.6979161,139.7797456
2128,光建ハイム日本橋,3880,東京都中央区日本橋箱崎町,43.59,1LDK,9.72,1978-11-01,東京メトロ半蔵門線,水天宮前,4,16418,東京都,中央区,日本橋箱崎町,35.6802467,139.787575
2129,麻布永坂レジデンス,3880,東京都港区六本木５,38.22,ワンルーム,,1970-12-01,東京メトロ南北線,麻布十番,4,19310,東京都,港区,六本木５,35.6598808,139.7339083
2130,後楽園ビューハイツ,3880,東京都文京区小石川２,40.42,1DK,4.55,1978-05-01,東京メトロ丸ノ内線,後楽園,2,16602,東京都,文京区,小石川２,35.7107845,139.7492367
2131,マンション牛込,3880,東京都新宿区原町１,49.92,1LDK+S（納戸）,8.0,1968-04-01,都営大江戸線,牛込柳町,4,20284,東京都,新宿区,原町１,35.7003115,139.7252878
2132,麻布永坂レジデンス,3880,東京都港区六本木５,38.22,ワンルーム,,1970-12-01,都営大江戸線,麻布十番,4,19310,東京都,港区,六本木５,35.6598808,139.7339083
2133,グランドメゾン田町,3880,東京都港区芝浦２-1-11,35.34,ワンルーム,7.13,1983-01-01,ＪＲ山手線,田町,9,14896,東京都,港区,芝浦,35.645642,139.7544468
2134,グランドメゾン田町,3880,東京都港区芝浦２,35.34,ワンルーム,7.13,1983-01-01,ＪＲ山手線,田町,11,14896,東京都,港区,芝浦２,35.6446055,139.7530694
2135,六義園第二コーポ,3890,東京都文京区本駒込６-15-5,40.35,1LDK,3.1,1972-01-01,東京メトロ南北線,駒込,1,18914,東京都,文京区,本駒込,35.7344496,139.7474202
2136,六義園第二コーポ,3890,東京都文京区本駒込６,40.35,1LDK,3.1,1972-01-01,東京メトロ南北線,駒込,1,18914,東京都,文京区,本駒込６,35.7318717,139.7460429
2137,六義園第二コーポ,3890,東京都文京区本駒込６-15-5,40.35,1LDK,3.1,1972-01-01,ＪＲ山手線,駒込,3,18914,東京都,文京区,本駒込,35.7344496,139.7474202
2138,六義園第二コーポ,3890,東京都文京区本駒込６,40.35,1LDK,3.1,1972-01-01,東京メトロ南北線,駒込,1,18914,東京都,文京区,本駒込６,35.7318717,139.7460429
2139,ダイヤハイツ西早稲田,3899,東京都新宿区西早稲田１-9-13,45.64,1LDK,3.19,1982-03-01,東京メトロ東西線,早稲田,8,15202,東京都,新宿区,西早稲田,35.710794,139.7200602
